"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Address","City","State","ZIP Code","Legal Name","Record Type","Census Block Group","Company Description","Primary SIC Code","Primary NAICS","Type of Business","Latitude","Longitude"
"Market District","GIANT EAGLE INC","Nathan","Stebleton","4001 Britton Pkwy","Hilliard","OH","43026","","Verified","3","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.034418","-083.133464"
"Market District","GIANT EAGLE INC","Carla","Alexander","5461 New Albany Rd W","New Albany","OH","43054","","Verified","3","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.093208","-082.825646"
"Market District Express","GIANT EAGLE INC","Ryan","Daniels","2250 E Main St","Bexley","OH","43209","","Verified","1","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.957832","-082.939204"
"Market District Pharmacy","GIANT EAGLE INC","Darin","Murphy","840 W 3rd Ave","Columbus","OH","43212","","Verified","3","Refill OR Transfer Your Prescriptions Online With Market District Pharmacy, Plus Explore Services Like Immunizations, Pet Medications And More.","591205","45611009","Private","039.985854","-083.027818"
"Market District Supermarket","GIANT EAGLE INC","","","4747 Sawmill Rd","Columbus","OH","43220","","Verified","3","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.064107","-083.095824"
"Marshall Shell Mini Mart","SHELL USA INC","","","2190 S Hamilton Rd","Columbus","OH","43232","","Verified","1","","554101","45712003","Private","039.929753","-082.878654"
"Mcguffey Market","","Abdullah","Elwawi","1066 E Hudson St","Columbus","OH","43211","","Verified","2","","541105","44511003","Private","040.014659","-082.981902"
"Mecca Market","","","","2256 S Hamilton Rd","Columbus","OH","43232","","Verified","1","","541105","44511003","Private","039.928514","-082.878695"
"Medina Restaurant","","Amadou","Diallo","3116 S Hamilton Rd","Columbus","OH","43232","MEDINA MARKET & RESTAURANT INC","Verified","5","","581208","72251117","Private","039.912520","-082.879643"
"Mediterranean Foods Imports","","","","2647 N High St","Columbus","OH","43202","","Verified","4","","541105","44511003","Private","040.016219","-083.012138"
"Mega Food Mart","","","","4734 Cleveland Ave","Columbus","OH","43231","","Verified","3","","541105","44511003","Private","040.066006","-082.952098"
"Meijer","MEIJER INC","Carolyn","Vallette","1661 Hilliard Rome Rd","Columbus","OH","43228","","Verified","1","Meijer Is Your Family-Owned, One-Stop Shop IN Columbus, OH That's Been Offering Our Neighbors Great Food, Great Brands, And Great Value Since 1934. Stop IN For The Freshest Produce Delivered Daily From Local Growers, Custom-Cut Quality Meats, Seafood Delivered 6 Days A Week, Bread Baked Fresh Daily, Plus Low Prices Across 40+ Departments, From Premium Pet Brands To The Latest Fashions For The Entire Family. Plus, Save Even More With Weekly Specials And Mperks.","541105","44511003","Private","039.981250","-083.148020"
"Meijer","MEIJER INC","Kevin","Dicler","5050 N Hamilton Rd","Columbus","OH","43230","","Verified","2","Meijer Is Your Family-Owned, One-Stop Shop IN Columbus, OH That's Been Offering Our Neighbors Great Food, Great Brands, And Great Value Since 1934. Stop IN For The Freshest Produce Delivered Daily From Local Growers, Custom-Cut Quality Meats, Seafood Delivered 6 Days A Week, Bread Baked Fresh Daily, Plus Low Prices Across 40+ Departments, From Premium Pet Brands To The Latest Fashions For The Entire Family. Plus, Save Even More With Weekly Specials And Mperks.","541105","44511003","Private","040.060870","-082.860104"
"Meijer","MEIJER INC","Dessie","Szklany","6175 Sawmill Rd","Dublin","OH","43017","","Verified","2","Meijer Is Your Family-Owned, One-Stop Shop IN Dublin, OH That's Been Offering Our Neighbors Great Food, Great Brands, And Great Value Since 1934. Stop IN For The Freshest Produce Delivered Daily From Local Growers, Custom-Cut Quality Meats, Seafood Delivered 6 Days A Week, Bread Baked Fresh Daily, Plus Low Prices Across 40+ Departments, From Premium Pet Brands To The Latest Fashions For The Entire Family. Plus, Save Even More With Weekly Specials And Mperks.","541105","44511003","Private","040.092602","-083.094177"
"Meijer","MEIJER INC","Brian","Glover","2811 London Groveport Rd","Grove City","OH","43123","","Verified","2","Meijer Is Your Family-Owned, One-Stop Shop IN Grove City, OH That's Been Offering Our Neighbors Great Food, Great Brands, And Great Value Since 1934. Stop IN For The Freshest Produce Delivered Daily From Local Growers, Custom-Cut Quality Meats, Seafood Delivered 6 Days A Week, Bread Baked Fresh Daily, Plus Low Prices Across 40+ Departments, From Premium Pet Brands To The Latest Fashions For The Entire Family. Plus, Save Even More With Weekly Specials And Mperks.","541105","44511003","Private","039.836620","-083.080722"
"Meijer","MEIJER INC","Jonathan","Jones","8000 E Broad St Frnt","Reynoldsburg","OH","43068","","Verified","2","Meijer Is Your Family-Owned, One-Stop Shop IN Reynoldsburg, OH That's Been Offering Our Neighbors Great Food, Great Brands, And Great Value Since 1934. Stop IN For The Freshest Produce Delivered Daily From Local Growers, Custom-Cut Quality Meats, Seafood Delivered 6 Days A Week, Bread Baked Fresh Daily, Plus Low Prices Across 40+ Departments, From Premium Pet Brands To The Latest Fashions For The Entire Family. Plus, Save Even More With Weekly Specials And Mperks.","541105","44511003","Private","039.988260","-082.788156"
"Meijer Bakery","MEIJER INC","Carolyn","Vallette","1661 Hilliard Rd","Columbus","OH","43228","","Verified","2","Discover The Freshest, Tastiest Baked Goods IN The Neighborhood, From Cookies, Cakes And Pies To The Finest Artisanal Breads Baked Fresh Daily. Plus, Order Your Custom Cake, From Fabulous Birthday And Holiday Designs To Licensed Characters From Your Favorite Movies, Toys And Tv Shows.","546102","31181102","Private","039.935867","-083.138631"
"Meijer Bakery","MEIJER INC","Kevin","Dicler","5050 N Hamilton Rd","Columbus","OH","43230","","Verified","2","Discover The Freshest, Tastiest Baked Goods IN The Neighborhood, From Cookies, Cakes And Pies To The Finest Artisanal Breads Baked Fresh Daily. Plus, Order Your Custom Cake, From Fabulous Birthday And Holiday Designs To Licensed Characters From Your Favorite Movies, Toys And Tv Shows.","546102","31181102","Private","040.060870","-082.860104"
"Meijer Bakery","MEIJER INC","Dessie","Szklany","6175 Sawmill Rd","Dublin","OH","43017","","Verified","2","Discover The Freshest, Tastiest Baked Goods IN The Neighborhood, From Cookies, Cakes And Pies To The Finest Artisanal Breads Baked Fresh Daily. Plus, Order Your Custom Cake, From Fabulous Birthday And Holiday Designs To Licensed Characters From Your Favorite Movies, Toys And Tv Shows.","546102","31181102","Private","040.092602","-083.094177"
"Meijer Bakery","MEIJER INC","Brian","Glover","2811 London Groveport Rd","Grove City","OH","43123","","Verified","2","Discover The Freshest, Tastiest Baked Goods IN The Neighborhood, From Cookies, Cakes And Pies To The Finest Artisanal Breads Baked Fresh Daily. Plus, Order Your Custom Cake, From Fabulous Birthday And Holiday Designs To Licensed Characters From Your Favorite Movies, Toys And Tv Shows.","546102","31181102","Private","039.836620","-083.080722"
"Meijer Bakery","MEIJER INC","Jonathan","Jones","8000 E Broad St","Reynoldsburg","OH","43068","","Verified","2","Discover The Freshest, Tastiest Baked Goods IN The Neighborhood, From Cookies, Cakes And Pies To The Finest Artisanal Breads Baked Fresh Daily. Plus, Order Your Custom Cake, From Fabulous Birthday And Holiday Designs To Licensed Characters From Your Favorite Movies, Toys And Tv Shows.","546102","31181102","Private","039.988260","-082.788156"
"Mi Pais Supper Market","","Felix","Pelgrin","1105 S Hamilton Rd","Columbus","OH","43227","","Verified","3","","541105","44511003","Private","039.953506","-082.877834"
"Midwest Food & Grocers Inc","","","","2552 Lockbourne Rd","Columbus","OH","43207","MIDWEST FOOD & GROCERS INC","Verified","2","","541105","44511003","Private","039.913275","-082.965781"
"Mike's Carryout","","","","1436 S Hamilton Rd","Columbus","OH","43227","","Verified","1","","581208","72251117","Private","039.945635","-082.877295"
"Milhem Market","","Marwan","Milhem","1562 Watkins Rd","Columbus","OH","43207","MILHEM MARKET","Verified","1","","541103","44513101","Private","039.904902","-082.953437"
"Minute Plus Carryout","","","","3530 Sullivant Ave","Columbus","OH","43204","","Verified","3","","541105","44511003","Private","039.943061","-083.093068"
"N & N Supermarket","","Omar","Kash","2240 Sullivant Ave","Columbus","OH","43223","","Verified","2","","541105","44511003","Private","039.946647","-083.058862"
"Najah Market","","Ahmed","Abdul","2930 Westerville Rd","Columbus","OH","43224","NAJAH MARKET LLC","Verified","1","","541105","44511003","Private","040.028013","-082.959006"
"Noor Grocery Store","","","","3442 Briggs Rd # 2","Columbus","OH","43204","","Verified","2","","541105","44511003","Private","039.933937","-083.088972"
"Norm's Market","","Rafqat","Ali","240 Main St","Groveport","OH","43125","","Verified","1","","541105","44511003","Private","039.853625","-082.893202"
"North Africa Foods","","","","3850 E Main St","Columbus","OH","43213","","Verified","2","","541105","44511003","Private","039.956443","-082.895439"
"North Campus Food Mart","","Sam","Tao","2424 N High St","Columbus","OH","43202","","Verified","6","","541105","44511003","Private","040.011487","-083.010043"
"North Market Cook Ware","","Kay","Davenport","59 Spruce St","Columbus","OH","43215","","Verified","1","We Are Butchers, Bakers And Candy Makers. We Are Fishmongers, Greengrocers And Restaurateurs. We Grow, Catch, Find, Make, Produce, Distribute, Cook, Create And Invent Our Wares. We Are Columbus' Only Public Market And An Incubator For Small Businesses. And We Are The Place To Shop, Eat, Mingle And People-Watch. The North Market Is Home To Dozens Of Unique, Independent Merchants And Farmers Who Deliver Personal And Personable Service Every Day Of The Week.","543101","44523003","Private","039.971885","-083.004326"
"Ohio Citrus Juice Co Inc","","Steve","Clark","2201 Hardy Parkway St","Grove City","OH","43123","OHIO CITRUS JUICE CO INC","Verified","1","","543104","44523005","Private","039.912738","-083.038886"
"Ohio Grocers Assn","","Kristin","Mullins","1335 Dublin Rd # 207b","Columbus","OH","43215","","Verified","2","","861102","81391002","Private","039.979896","-083.063056"
"Olde Oak","","Carolyn","Maloney","62 Parsons Ave","Columbus","OH","43215","","Verified","1","","581301","72241001","Private","039.962958","-082.981411"
"Park To Stop","","Wei","Li","2757 Festival Ln","Dublin","OH","43017","","Verified","1","","541105","44511003","Private","040.092380","-083.089570"
"Parville Market","","Chuck","Bhatt","5705 Parkville St","Columbus","OH","43229","","Verified","5","","541105","44511003","Private","040.085352","-082.957487"
"Pat's Hague Steel Market","","","","154 N Hague Ave","Columbus","OH","43204","HAGUE & STEEL MARKET LTD","Verified","4","","541105","44511003","Private","039.958268","-083.074699"
"Patel Brothers","PATEL BROTHERS","Jayesh","Patel","6600 Sawmill Rd","Columbus","OH","43235","","Verified","1","Patel Brothers' Mission Is To Bring The Best Ingredients From Around The World, Right To Your Doorstep. With A Wide Variety Of Authentic Regional Grocery, Spices, And International Produce. We Strive To Connect People With The Familiar Flavors Of India.","541105","44511003","Private","040.103144","-083.089425"
"Plaza Grocery & Meat","","","","1050 Mount Vernon Ave","Columbus","OH","43203","","Verified","2","","541105","44511003","Private","039.972554","-082.974318"
"Plaza International Foods","","Xhevaire","Hasani","3120 Olentangy River Rd","Columbus","OH","43202","","Verified","2","","541105","44511003","Private","040.024674","-083.025629"
"Poindexter Village Market","","Ala","Alrawahneh","1228 E Long St","Columbus","OH","43203","POINDEXTER MARKET INC","Verified","3","","541105","44511003","Private","039.968857","-082.968538"
"Prasuesak Asian American Mkt","","Fypaphay","Prasuesak","1659 Lockbourne Rd","Columbus","OH","43207","","Verified","3","","541103","44513101","Private","039.931774","-082.964993"
"Quaker Foods","PEPSICO INC","","","3880 Groveport Rd","Obetz","OH","43207","","Verified","1","","204301","31123001","Branch of Public Company","039.887800","-082.952648"
"Quick & Easy Mart Inc","","Sam","Iqeal","4197 Cleveland Ave","Columbus","OH","43224","QUICK & EASY MART INC","Verified","1","","541103","44513101","Private","040.054759","-082.953878"
"Quick Mart","","","","4366 Karl Rd","Columbus","OH","43224","","Verified","5","","541103","44513101","Private","040.056089","-082.975203"
"Raisin Rack Natural Food Mkt","","Doug","Bean","2545 W Schrock Rd","Westerville","OH","43081","RAISIN RACK","Verified","1","Founded IN 1978, Raisin Rack Natural Food Market Is A Locally Owned Shop That Offers Fresh Fruits And Vegetables, Organic Groceries, Gluten-Free Foods And Dairy Products. It Provides A Selection Of Meat, Vegan, Beverages, Bulk Grains, Nuts, Seeds And Herbs. The Market Also Features Supplements, Vitamins, Minerals, Herbals And Personal Care Products. It Offers Treatments That Are Designed To Support The Natural Healing Processes Of The Body. Raisin Rack Natural Food Market Features Products From The Barleans, Be Natural, Aqua Flora, Country Life, Health Plus, Mori-Nu, Organic Valley, Tofurky And Turtle Island Food Brands. It Also Provides An Online Calculator For Health Estimation. The Market Additionally Offers Online Vegetarian And Low-Fat Health Recipes. It Maintains Operations IN The Cities Of Canton, Westerville And Columbus IN Ohio.","514949","42449042","Private","040.109666","-082.948015"
"RJ Schinner","R J SCHINNER CO INC","Aaron","Macgillis","4001 Gantz Rd # E","Grove City","OH","43123","","Verified","1","","509998","42399004","Private","039.881860","-083.058143"
"RMM Halal Meat","","","","3196 Cleveland Ave","Columbus","OH","43224","","Verified","1","","541105","44511003","Private","040.033027","-082.963380"
"Rossco Market","","","","2500 Sullivant Ave","Columbus","OH","43204","ROSCOS MARKET","Verified","5","","541105","44511003","Private","039.945224","-083.065559"
"Russian Home","","Val","Petrosian","6007 E Main St","Columbus","OH","43213","","Verified","1","","541105","44511003","Private","039.952892","-082.835636"
"S & G Mfg Group LLC","","Joshua","Ball","4830 Northwest Pkwy","Hilliard","OH","43026","S & G MFG GROUP LLC","Verified","2","S&G Manufacturing Group Serves Metal Fabrication Needs IN Small- OR Large-Volume Quantities, Customized OR Production And IN A Variety Of Metals. The Company Creates Metal Products Using Modern Systems Of Fabrication. Computerized Numerically Controlled Turret Punch Presses, Hydraulic Shears And Multiaxis Press Brakes Help IN The Development Of Precise Parts Production And Duplication. The Ability To Also Offer Electrical, Plumbing And Refrigeration Assembly Distinguishes S&G From Many Of Its Competitors. S&G Manufacturing Group Has A Location IN Hilliard, Ohio.","179104","23891054","Private","040.039318","-083.147414"
"Sahara Halal Market","","","","3350 Cleveland Ave","Columbus","OH","43224","SAHARA HALAL MARKET","Verified","1","","541105","44511003","Private","040.036140","-082.961584"
"Sallys Market","","Salah","Mubarak","740 Sullivant Ave","Columbus","OH","43222","","Verified","2","","541105","44511003","Private","039.954070","-083.019352"
"Sam's Club","WALMART INC","Bile","Abdulle","3950 Morse Rd","Columbus","OH","43219","","Verified","2","Visit Your Columbus Sam's Club. Members Enjoy Exceptional Warehouse Club Values On Superior Products And Services.","531110","45521101","Branch of Public Company","040.060458","-082.911364"
"Sam's Club","WALMART INC","Vanessa","Montijo","5870 Sawmill Rd","Dublin","OH","43017","","Verified","1","Visit Your Dublin Sam's Club. Members Enjoy Exceptional Warehouse Club Values On Superior Products And Services.","531110","45521101","Branch of Public Company","040.086527","-083.088109"
"Sam's Club","WALMART INC","Michael","Byrer","1755 Hilliard Rome Rd","Hilliard","OH","43026","","Verified","2","Visit Your Hilliard Sam's Club. Members Enjoy Exceptional Warehouse Club Values On Superior Products And Services.","531110","45521101","Branch of Public Company","039.986940","-083.153824"
"Santiago Supermarket","","","","5431 Roberts Rd","Hilliard","OH","43026","SANTIAGO SUPERMARKET","Verified","1","","541105","44511003","Private","040.002462","-083.151694"
"Saraga International Grocery","","","","1265 Morse Rd","Columbus","OH","43229","SARAGA INTERNATIONAL GROCERY","Verified","1","","541105","44511003","Private","040.059817","-082.985325"
"Save-A-Lot","MORAN FOODS LLC","Jim","Ledley","1254 Morse Rd","Columbus","OH","43229","","Verified","2","","541105","44511003","Private","040.061914","-082.985611"
"Save-A-Lot","MORAN FOODS LLC","Monte","Neuhaus","2054 Lockbourne Rd","Columbus","OH","43207","","Verified","1","","541105","44511003","Private","039.923214","-082.962858"
"Save-A-Lot","MORAN FOODS LLC","","","2200 Mock Rd","Columbus","OH","43219","","Verified","3","","541105","44511003","Private","040.012058","-082.949605"
"Save-A-Lot","MORAN FOODS LLC","Jody","Gardner","3434 Cleveland Ave","Columbus","OH","43224","","Verified","1","","541105","44511003","Private","040.037971","-082.961791"
"Save-A-Lot","MORAN FOODS LLC","","","4930 W Broad St","Columbus","OH","43228","","Verified","4","","541105","44511003","Private","039.952986","-083.132071"
"Save-A-Lot","MORAN FOODS LLC","Steve","Coughlin","677 Harrisburg Pike","Columbus","OH","43223","","Verified","1","","541105","44511003","Private","039.943698","-083.039413"
"Save-A-Lot","127 WALL HOLDINGS LLC","","","8101 Pendleton Pike","New Albany","OH","43054","","Verified","2","","541105","44511003","Private","040.103165","-082.824360"
"Save-A-Lot","MORAN FOODS LLC","Anna","Marquez","6308 E Livingston Ave","Reynoldsburg","OH","43068","","Verified","2","","541105","44511003","Private","039.943500","-082.827194"
"Save-A-Lot","MORAN FOODS LLC","Brian","Lesbauch","573 S Yearling Rd","Whitehall","OH","43213","","Verified","4","Working For A Grocery Wholesaler, Bill Moran Identified An Opportunity For Small Grocers To Compete Against Emerging Mega Stores. He Opened A Single Save-A-Lot Store IN 1977, Which Has Grown Into One Of The Leading U.S. Grocery Chains, Operating More Than 1,150 Stores IN Urban, Rural And Suburban Areas. The Stores Offer A Range Of Save-A-Lot-Branded Products, As Well As Farm-Fresh Fruits And Vegetables, Beef, Pork, Poultry, Dairy Products And Nonfood Items. It Also Offers A Selection Of Merchandise Items, Including Housewares And Hardware. Save-A-Lot Sells Products Of Several Brands, Such As Totino, Banquet, Michelina, Wylwood, Mcdaniel And Kurtz. The Company Supports Various Children's Welfare Organizations And Programs. It Also Designs And Implements Recognized Programs For Educating Associates About Federal Support Plans. Additionally, It Partners With The United Way And Various Other National Organizations. It Is A Wholly Owned Subsidiary Of Supervalu, A Fortune 100 Company And One Of The Largest Grocery Retailing Companies IN The United States.","541105","44511003","Private","039.962149","-082.886514"
"Saveway Way Market","","Adam","Khan","1370 Sullivant Ave","Columbus","OH","43223","SAVEWAY MARKET","Verified","3","","541105","44511003","Private","039.950950","-083.035893"
"Schuman's Meats","","John","Schuman","1440 Harrisburg Pike","Columbus","OH","43223","","Verified","2","At Schuman's Meats We Offer Nothing But The Highest Quality Meat Products. Whether You Want Beef, Chicken, OR Pork, Our Professionals Will Actually Walk You Through The Store To Help You Find What You Want. We Offer Special Cuts, As Well As Lunchmeats And Cheeses. We Aim To Please And Show Our Customers That There's A Difference IN Quality And Taste Between Meat That Has Been Properly Dried Out And Meat That's Been Boxed. Whatever Meat You Are Looking For Our Meat Market Can Provide You With Quality Products And Services.","542107","44524006","Private","039.928408","-083.053467"
"Shop & Go","","","","3951 E Livingston Ave","Columbus","OH","43227","","Verified","2","","541103","44513101","Private","039.944933","-082.890136"
"Smartway's Inc","","Hasan","Idzei","3663 Karl Rd","Columbus","OH","43224","SMARTWAY'S INC","Verified","1","","541105","44511003","Private","040.041324","-082.977973"
"Soussy Market","","Mohammad","Awad","1950 N 4th St # M","Columbus","OH","43201","","Verified","2","","541105","44511003","Private","040.003020","-082.998140"
"South Asian Bazaar","","","","1995 Morse Rd","Columbus","OH","43229","SOUTH ASIAN BAZAAR","Verified","5","","541105","44511003","Private","040.059475","-082.966427"
"Speedway","7-ELEVEN INC","","","1055 S Hamilton Rd","Columbus","OH","43227","","Verified","3","","541103","44513101","Private","039.954758","-082.877435"
"Speedway","7-ELEVEN INC","Donald","Marcum","1103 Morse Rd","Columbus","OH","43229","","Verified","2","","541103","44513101","Private","040.060973","-082.993750"
"Speedway","7-ELEVEN INC","Karen","Bingaman","1165 S High St","Columbus","OH","43206","","Verified","3","","541103","44513101","Private","039.937920","-082.996538"
"Speedway","7-ELEVEN INC","Tom","Pope","1505 Harrisburg Pike","Columbus","OH","43223","","Verified","1","","541103","44513101","Private","039.927224","-083.056940"
"Speedway","7-ELEVEN INC","Ruth","Yarbor","1790 Henderson Rd","Columbus","OH","43220","","Verified","1","","541103","44513101","Private","040.054655","-083.067476"
"Speedway","7-ELEVEN INC","","","2510 N High St","Columbus","OH","43202","","Verified","5","","541103","44513101","Private","040.013670","-083.010533"
"Speedway","7-ELEVEN INC","Roy","Russ","2965 E Main St","Columbus","OH","43209","","Verified","3","","541103","44513101","Private","039.956317","-082.919327"
"Speedway","7-ELEVEN INC","Danielle","Glenn","3233 Refugee Rd","Columbus","OH","43232","","Verified","2","","541103","44513101","Private","039.917194","-082.915009"
"Speedway","7-ELEVEN INC","Benjamin","Price","3616 Riverside Dr","Columbus","OH","43221","","Verified","6","","541103","44513101","Private","040.027505","-083.090828"
"Speedway","7-ELEVEN INC","Evelyn","Graves","3860 S High St","Columbus","OH","43207","","Verified","1","","541103","44513101","Private","039.882531","-083.000076"
"Speedway","7-ELEVEN INC","Beth","Wrod","3974 Cleveland Ave","Columbus","OH","43224","","Verified","2","","541103","44513101","Private","040.050438","-082.953245"
"Speedway","7-ELEVEN INC","Steve","Carpenter","4901 E Main St","Columbus","OH","43213","","Verified","1","","541103","44513101","Private","039.954890","-082.866590"
"Speedway","7-ELEVEN INC","Andrew","Salt","5735 Maple Canyon Ave","Columbus","OH","43229","","Verified","1","","541103","44513101","Private","040.085838","-082.960907"
"Speedway","7-ELEVEN INC","Rosie","Vigilante","6425 E Broad St","Columbus","OH","43213","","Verified","3","","541103","44513101","Private","039.980338","-082.831291"
"Speedway","7-ELEVEN INC","Jon","Kusko","825 Worthington Woods Blvd","Columbus","OH","43085","","Verified","3","","541103","44513101","Private","040.118297","-082.994910"
"Speedway","7-ELEVEN INC","Ron","Desmond","5984 Sawmill Rd","Dublin","OH","43017","","Verified","1","","541103","44513101","Private","040.089028","-083.091252"
"Speedway","7-ELEVEN INC","Conrad","Madrigal","2567 Walcutt Rd","Hilliard","OH","43026","","Verified","1","","541103","44513101","Private","040.003873","-083.139896"
"Speedway","7-ELEVEN INC","","","3611 Fishinger Blvd","Hilliard","OH","43026","","Verified","2","","541103","44513101","Private","040.027596","-083.117322"
"Speedway","7-ELEVEN INC","Miles","Jackson","2775 Brice Rd","Reynoldsburg","OH","43068","","Verified","1","","541103","44513101","Private","039.923102","-082.830273"
"Star Carryout","","","","1565 N 4th St","Columbus","OH","43201","STAR CARRY OUT","Verified","2","","541103","44513101","Private","039.995158","-082.999318"
"Starbucks","STARBUCKS CORP","Brad","Griffis","4747 Sawmill Rd","Columbus","OH","43220","","Verified","3","","581228","72251505","Branch of Public Company","040.064107","-083.095824"
"Stelzer Food Market","","Seras","Alhisah","755 Stelzer Rd","Columbus","OH","43219","STELZER FOOD EXPRESS INC","Verified","3","","541105","44511003","Private","039.987886","-082.916167"
"Stewart Market","","Seyd","Hishen","691 Stewart Ave","Columbus","OH","43206","","Verified","2","","581206","72251301","Private","039.941050","-082.977726"
"Stop & Shop","","Norman","Taha","1858 Lockbourne Rd","Columbus","OH","43207","","Verified","1","","541105","44511003","Private","039.927458","-082.964636"
"Sunrise Asian Amer Supermarket","","Zhi Guan","Zheng","1920 Henderson Rd","Columbus","OH","43220","","Verified","1","","541105","44511003","Private","040.056293","-083.069107"
"Sunrise International Market","","Leonard","Jarvis","4030 W Broad St","Columbus","OH","43228","SUNRISE INTERNATIONAL MARKET","Verified","2","","541105","44511003","Private","039.955600","-083.108690"
"Sunrise Market","","Matt","Panov","375 S Yearling Rd","Columbus","OH","43213","SUNRISE MARKET","Verified","3","","541105","44511003","Private","039.967678","-082.885800"
"Sunshine Grocery LLC","","Yadab","Poutel","4583 Morse Centre Rd","Columbus","OH","43229","SUNSHINE GROCERY LLC","Verified","1","","541105","44511003","Private","040.062135","-082.964167"
"Sunshine International Market","","","","5880 N Meadows Blvd # C","Columbus","OH","43229","","Verified","3","","541105","44511003","Private","040.085781","-082.992217"
"Super Food Mart","","Roger","Patel","3166 N High St","Columbus","OH","43202","","Verified","1","","541103","44513101","Private","040.026862","-083.014111"
"Super Mercado Los Portales","","","","1924 Brice Rd","Reynoldsburg","OH","43068","SUPER MERCADO LOS PORTALES","Verified","2","","541105","44511003","Private","039.941021","-082.828053"
"Super Saver","","Ashish","Patel","555 S Hamilton Rd","Columbus","OH","43213","","Verified","1","","541103","44513101","Private","039.964162","-082.876460"
"Super Stores & Supermarkets","","Waldo","Tewolde","3420 Bexvie Ave","Columbus","OH","43227","","Verified","2","","531104","45511003","Private","039.935962","-082.910479"
"Tadi","","","","2007 E Dublin Granville Rd","Columbus","OH","43229","","Verified","1","","514101","42442005","Private","040.085968","-082.963760"
"Tamarack Sunoco","SUNOCO LP","Jeff","Hussion","1886 Tamarack Cir S","Columbus","OH","43229","","Verified","4","","554101","45712003","Branch of Public Company","040.075693","-082.967245"
"Tara International Mart LLC","","Om","Missi","1480 Morse Rd","Columbus","OH","43229","TARA INTERNATIONAL MART LLC","Verified","1","","551107","44111007","Private","040.061397","-082.980090"
"Target","TARGET CORP","Chris","Barnett","1717 Olentangy River Rd","Columbus","OH","43212","","Verified","2","Visit Your Target IN Columbus, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","039.993842","-083.027498"
"Target","TARGET CORP","Greg","Gear","4199 Morse Xing","Columbus","OH","43219","","Verified","1","Visit Your Target IN Columbus, OH For All Your Shopping Needs Including Clothes, Lawn & Patio, Baby Gear, Electronics, Groceries, Toys, Games, Shoes, Sporting Goods And More. We Serve Our Guests IN 49 States Nationwide And At Target.Com. We'Re Committed To Providing A Fun And Convenient Shopping Experience, With Unique Products At Affordable Prices. Since 1946, The Corporation Has Given 5 Percent Of Its Income Through Community Grants And Programs Like Take Charge Of Education. Today, That Giving Equals More Than $4 Million A Week.","531102","45511001","Branch of Public Company","040.056687","-082.921343"
