id,income,location
11772,57500.0,POINT (-82.95976152872203 40.06350038851434)
11773,57500.0,POINT (-82.96554427255926 40.060944103604115)
11774,57500.0,POINT (-82.96920228122264 40.06209564596002)
11775,57500.0,POINT (-82.96600613787764 40.06340124098034)
11776,57500.0,POINT (-82.96652918535915 40.060587005396016)
11777,57500.0,POINT (-82.95837733862606 40.06110634881456)
11778,57500.0,POINT (-82.9716313978872 40.06337386166062)
11779,57500.0,POINT (-82.9583322887704 40.06426520588077)
11780,57500.0,POINT (-82.97070304568498 40.0613446273593)
11781,57500.0,POINT (-82.97711114019938 40.06216348714161)
11782,57500.0,POINT (-82.95588415822634 40.063019455427934)
11783,57500.0,POINT (-82.95399646046872 40.06655647486012)
11784,62500.0,POINT (-82.96264102970905 40.060343852144165)
11785,62500.0,POINT (-82.96917365663398 40.062161761850625)
11786,62500.0,POINT (-82.97053497011404 40.06215782595625)
11787,62500.0,POINT (-82.95331751595336 40.06065544292764)
11788,62500.0,POINT (-82.95431270811874 40.06350307919707)
11789,62500.0,POINT (-82.97621867654266 40.064388198639236)
11790,62500.0,POINT (-82.97518530575952 40.063760931059875)
11791,62500.0,POINT (-82.95463265636022 40.06228991213667)
11792,62500.0,POINT (-82.96867055348231 40.060284047679936)
11793,62500.0,POINT (-82.96137785612147 40.06174828255929)
11794,62500.0,POINT (-82.95715648488235 40.06223107797075)
11795,62500.0,POINT (-82.9768443020827 40.06068110181614)
11796,67500.0,POINT (-82.97722444542615 40.06067785201968)
11797,67500.0,POINT (-82.95298617318952 40.06493942493208)
11798,67500.0,POINT (-82.95599831423051 40.06452241262169)
11799,67500.0,POINT (-82.95340812244063 40.06304678154798)
11800,67500.0,POINT (-82.9719427260149 40.06563556851115)
11801,67500.0,POINT (-82.95315098468079 40.06654398106276)
11802,67500.0,POINT (-82.96437403707186 40.060448921039004)
11803,67500.0,POINT (-82.97157042032508 40.06587702428147)
11804,67500.0,POINT (-82.97173926228982 40.06720228748995)
11805,67500.0,POINT (-82.9748560194296 40.06528406915996)
11806,72500.0,POINT (-82.97104801149784 40.06036989044396)
11807,72500.0,POINT (-82.96556245583776 40.065403709635085)
11808,72500.0,POINT (-82.97333526694268 40.06530823731224)
11809,72500.0,POINT (-82.95366817048408 40.062642230920204)
11810,72500.0,POINT (-82.96662517519685 40.06526774182287)
11811,72500.0,POINT (-82.9552605090616 40.06113203029002)
11812,72500.0,POINT (-82.97668934798045 40.06091404658272)
11813,72500.0,POINT (-82.96807312734671 40.06417343498961)
11814,72500.0,POINT (-82.97161235271858 40.064410845688684)
11815,77500.0,POINT (-82.96154675086434 40.06387990278758)
11816,77500.0,POINT (-82.9743969654974 40.06099528927833)
11817,77500.0,POINT (-82.9722371497921 40.0626091367641)
11818,77500.0,POINT (-82.97395573655339 40.06510041767591)
11819,77500.0,POINT (-82.9740528351656 40.06204792592543)
11820,77500.0,POINT (-82.97506004696781 40.06228335210001)
11821,77500.0,POINT (-82.97063348019181 40.060934753018444)
11822,77500.0,POINT (-82.96093883480134 40.06225793444564)
11823,82500.0,POINT (-82.96010802910261 40.06146364006533)
11824,82500.0,POINT (-82.97053726873492 40.06400553088128)
11825,82500.0,POINT (-82.9540207826244 40.063571833894144)
11826,82500.0,POINT (-82.95349171449033 40.06108852588551)
11827,82500.0,POINT (-82.96373971651808 40.06147539872417)
11828,82500.0,POINT (-82.96959191932882 40.062395118301644)
11829,87500.0,POINT (-82.96717451040372 40.06136601756624)
11830,87500.0,POINT (-82.97400203971078 40.061304295381774)
11831,87500.0,POINT (-82.97392296827101 40.06485617407222)
11832,87500.0,POINT (-82.96297832954076 40.06219430366967)
11833,87500.0,POINT (-82.97008951278708 40.06043759091125)
11834,92500.0,POINT (-82.97022919325362 40.06232664801991)
11835,92500.0,POINT (-82.96011336821881 40.06005171821308)
11836,92500.0,POINT (-82.96808952855021 40.06442162008454)
11837,92500.0,POINT (-82.9682058530341 40.06323660653672)
11838,97500.0,POINT (-82.97211595237171 40.06078300200915)
11839,97500.0,POINT (-82.97625695424607 40.064976663426854)
11840,97500.0,POINT (-82.97533204542552 40.060988873704325)
11841,102500.0,POINT (-82.95938622640499 40.06064989519529)
11842,102500.0,POINT (-82.95948628221011 40.06435470362445)
11843,107500.0,POINT (-82.95355765451524 40.060203115789896)
11844,112500.0,POINT (-82.95953024499045 40.06398319276468)
11845,2500.0,POINT (-82.83001115122708 40.098088335071836)
11846,7500.0,POINT (-82.83367795810804 40.09218513414253)
11847,12500.0,POINT (-82.81488587714672 40.11101063801359)
11848,12500.0,POINT (-82.82769303409478 40.11199711192692)
11849,17500.0,POINT (-82.82710614356786 40.11058184390393)
11850,17500.0,POINT (-82.81711107531058 40.09906572085563)
11851,22500.0,POINT (-82.82858112756138 40.104165702603744)
11852,22500.0,POINT (-82.81303602223515 40.092235228453035)
11853,22500.0,POINT (-82.81758878848827 40.09650544345518)
11854,27500.0,POINT (-82.82460053496008 40.106593325405065)
11855,27500.0,POINT (-82.8133457998134 40.100152004984494)
11856,27500.0,POINT (-82.81188801227547 40.105388328437066)
11857,32500.0,POINT (-82.83114926566871 40.104669413337426)
11858,32500.0,POINT (-82.81715862268702 40.09907468082496)
11859,32500.0,POINT (-82.81415625874105 40.09560822306128)
11860,32500.0,POINT (-82.81426833678127 40.11146307059799)
11861,37500.0,POINT (-82.83179629431994 40.111687290588975)
11862,37500.0,POINT (-82.83155772897216 40.10986832272386)
11863,37500.0,POINT (-82.82369954841691 40.10275338152901)
11864,37500.0,POINT (-82.81344976076522 40.09115099207671)
11865,37500.0,POINT (-82.83566988391955 40.10149333384762)
11866,42500.0,POINT (-82.83673731070844 40.11222830129039)
11867,42500.0,POINT (-82.81554198247063 40.09356233778869)
11868,42500.0,POINT (-82.82159164687017 40.10356476850451)
11869,42500.0,POINT (-82.81840869421764 40.1127058808168)
11870,42500.0,POINT (-82.81185164779049 40.106027383615974)
11871,42500.0,POINT (-82.83304655965868 40.112229630647654)
11872,47500.0,POINT (-82.83189524062284 40.096017910232234)
11873,47500.0,POINT (-82.82582236672093 40.10565600287997)
11874,47500.0,POINT (-82.82714200199004 40.100229382062075)
11875,47500.0,POINT (-82.82836091132074 40.10405512209498)
11876,47500.0,POINT (-82.82862838876898 40.093482454240764)
11877,47500.0,POINT (-82.82680876769055 40.11091602176547)
11878,47500.0,POINT (-82.81409481689974 40.11098546032916)
11879,52500.0,POINT (-82.83090909010727 40.10795657102365)
11880,52500.0,POINT (-82.8200642856163 40.099217921191936)
11881,52500.0,POINT (-82.82841661759174 40.1114097047724)
11882,52500.0,POINT (-82.83608046151647 40.107029295778936)
11883,52500.0,POINT (-82.83622625487176 40.09394029318961)
11884,52500.0,POINT (-82.83544140282442 40.100060622938884)
11885,52500.0,POINT (-82.81892872758624 40.10227783142188)
11886,52500.0,POINT (-82.8138292959649 40.105715322004706)
11887,57500.0,POINT (-82.83498287330981 40.09631915502429)
11888,57500.0,POINT (-82.835748478042 40.09638456648856)
11889,57500.0,POINT (-82.82211721031304 40.09747374249458)
11890,57500.0,POINT (-82.82080544370541 40.10349856470431)
11891,57500.0,POINT (-82.81246335305849 40.104271182541275)
11892,57500.0,POINT (-82.82741817128705 40.109827401746166)
11893,57500.0,POINT (-82.81398641848621 40.1091591187273)
11894,57500.0,POINT (-82.8223308710114 40.10537226445309)
11895,57500.0,POINT (-82.81311917662765 40.09741515538718)
11896,62500.0,POINT (-82.83452796521419 40.09611152571157)
11897,62500.0,POINT (-82.81909848485054 40.103120989127426)
11898,62500.0,POINT (-82.81637299907761 40.1130073276857)
11899,62500.0,POINT (-82.82645334956615 40.1061128010466)
11900,62500.0,POINT (-82.81382367701814 40.0934953676891)
11901,62500.0,POINT (-82.83656685512946 40.1039749650273)
11902,62500.0,POINT (-82.82788979501409 40.09986177660262)
11903,62500.0,POINT (-82.81426439716434 40.10542521508991)
11904,62500.0,POINT (-82.83743011623433 40.10714019010198)
11905,62500.0,POINT (-82.82330956812945 40.10618187681029)
11906,67500.0,POINT (-82.83351437382942 40.096410920414925)
11907,67500.0,POINT (-82.82960475365931 40.099343451427785)
11908,67500.0,POINT (-82.83747869661899 40.10689921848228)
11909,67500.0,POINT (-82.83275280280604 40.094756999927704)
11910,67500.0,POINT (-82.82489872857732 40.11247282678447)
11911,67500.0,POINT (-82.81185650598624 40.10763171899851)
11912,67500.0,POINT (-82.81559952941738 40.0979693394564)
11913,67500.0,POINT (-82.83354253776473 40.11206836983777)
11914,67500.0,POINT (-82.83636854622517 40.10112063385648)
11915,67500.0,POINT (-82.83635735360014 40.11020492818614)
11916,67500.0,POINT (-82.81948529594844 40.100749891216665)
11917,72500.0,POINT (-82.82960100509126 40.09432213713645)
11918,72500.0,POINT (-82.81499387057615 40.09712101676421)
11919,72500.0,POINT (-82.82195434428131 40.10776372890186)
11920,72500.0,POINT (-82.82765794209209 40.09982301898238)
11921,72500.0,POINT (-82.83677058568554 40.09625254543783)
11922,72500.0,POINT (-82.82191927889583 40.10851239827683)
11923,72500.0,POINT (-82.83058761656673 40.09387424521046)
11924,72500.0,POINT (-82.82838610365485 40.11138137170326)
11925,72500.0,POINT (-82.81800121008204 40.097875699126206)
11926,72500.0,POINT (-82.8193440166878 40.1076854154813)
11927,72500.0,POINT (-82.81852591491776 40.10787052063591)
11928,72500.0,POINT (-82.82923783799437 40.10181468291933)
11929,77500.0,POINT (-82.8189291733093 40.099843318634704)
11930,77500.0,POINT (-82.81216787646972 40.11216188094054)
11931,77500.0,POINT (-82.82060164712409 40.10386930536745)
11932,77500.0,POINT (-82.82171831985002 40.1097377393391)
11933,77500.0,POINT (-82.8295363649198 40.11084516964854)
11934,77500.0,POINT (-82.82732401462658 40.09386667405848)
11935,77500.0,POINT (-82.83695305581597 40.11240000799505)
11936,77500.0,POINT (-82.8195444448133 40.09199592830744)
11937,77500.0,POINT (-82.82443228899103 40.09837207899033)
11938,77500.0,POINT (-82.82792013422946 40.09914962786655)
11939,77500.0,POINT (-82.8348386124981 40.099344318093095)
11940,77500.0,POINT (-82.82305007171281 40.10158838517305)
11941,82500.0,POINT (-82.81414057473299 40.11137150360808)
11942,82500.0,POINT (-82.81824452354857 40.09801193715936)
11943,82500.0,POINT (-82.83465170395812 40.10257419298926)
11944,82500.0,POINT (-82.83340948776616 40.106036357907094)
11945,82500.0,POINT (-82.83731052077955 40.10357283532561)
11946,82500.0,POINT (-82.83414705899142 40.0917328098661)
11947,82500.0,POINT (-82.8137179137987 40.11280390305374)
11948,82500.0,POINT (-82.82946390837692 40.09380017862154)
11949,82500.0,POINT (-82.82442613851633 40.103555779948756)
11950,82500.0,POINT (-82.83099906911211 40.110998307204724)
11951,82500.0,POINT (-82.83455156122747 40.092702216003026)
11952,82500.0,POINT (-82.81495662548643 40.09348131908121)
11953,82500.0,POINT (-82.82309510689936 40.09618117247639)
11954,87500.0,POINT (-82.81844907223339 40.10197017746033)
11955,87500.0,POINT (-82.81363286169442 40.09159873571734)
11956,87500.0,POINT (-82.82729557012578 40.10822635062925)
11957,87500.0,POINT (-82.82054542016871 40.105933653312704)
11958,87500.0,POINT (-82.83092567836835 40.10174120410244)
11959,87500.0,POINT (-82.82600274425279 40.10001553340634)
11960,87500.0,POINT (-82.83154690102594 40.09709212580151)
11961,87500.0,POINT (-82.82471687680403 40.10295905703615)
11962,87500.0,POINT (-82.83091531137707 40.110890879400124)
11963,87500.0,POINT (-82.83272785312977 40.11100576112195)
11964,87500.0,POINT (-82.8146113343017 40.103844285276914)
11965,87500.0,POINT (-82.82853958054633 40.10669934983559)
11966,87500.0,POINT (-82.82574405670331 40.11302234731004)
11967,92500.0,POINT (-82.82811371505348 40.09411755730528)
11968,92500.0,POINT (-82.81432992779065 40.093599847163276)
11969,92500.0,POINT (-82.81449213026782 40.0964094437383)
11970,92500.0,POINT (-82.83562666732008 40.091476710916595)
11971,92500.0,POINT (-82.8239459812644 40.10580998024791)
11972,92500.0,POINT (-82.83603046279646 40.106875144432586)
11973,92500.0,POINT (-82.83090791554277 40.10214628521106)
11974,92500.0,POINT (-82.82057516031941 40.102482194368285)
11975,92500.0,POINT (-82.83775859232442 40.10877122282091)
11976,92500.0,POINT (-82.82574837960345 40.1061042619162)
11977,92500.0,POINT (-82.8297735717253 40.11047112796585)
11978,92500.0,POINT (-82.82789462820548 40.09898375229399)
11979,92500.0,POINT (-82.81274514996574 40.097989877321055)
11980,92500.0,POINT (-82.83601567947427 40.103861472326365)
11981,97500.0,POINT (-82.81985378833303 40.09464179895953)
11982,97500.0,POINT (-82.81611108062404 40.1125549892471)
11983,97500.0,POINT (-82.83445611950314 40.09745471419858)
11984,97500.0,POINT (-82.82708287271853 40.11172089501286)
11985,97500.0,POINT (-82.8193580204542 40.10468146557615)
11986,97500.0,POINT (-82.8132175756323 40.105921177142974)
11987,97500.0,POINT (-82.83627099826239 40.09064217900121)
11988,97500.0,POINT (-82.83445739039311 40.091934655897624)
11989,97500.0,POINT (-82.81328839404601 40.10375042373556)
11990,97500.0,POINT (-82.81842484829767 40.103907992327116)
11991,97500.0,POINT (-82.83210805266555 40.099981305041716)
11992,97500.0,POINT (-82.81684288729666 40.10554668826249)
11993,97500.0,POINT (-82.8196824568771 40.109759962670886)
11994,97500.0,POINT (-82.83147061921944 40.11293887377328)
11995,102500.0,POINT (-82.83176300340602 40.10267080129895)
11996,102500.0,POINT (-82.82076695121155 40.09413959369777)
11997,102500.0,POINT (-82.81264192973467 40.11145664932887)
11998,102500.0,POINT (-82.8227049038628 40.096628320631204)
11999,102500.0,POINT (-82.8213322333353 40.09856247671261)
12000,102500.0,POINT (-82.83025921190436 40.107129199153114)
12001,102500.0,POINT (-82.8139103788162 40.098324811712025)
12002,102500.0,POINT (-82.83371668242313 40.09854721879283)
12003,102500.0,POINT (-82.82426175660342 40.09185423015661)
12004,102500.0,POINT (-82.81768021544615 40.092721819376486)
12005,102500.0,POINT (-82.8298571436836 40.0964298930446)
12006,102500.0,POINT (-82.82541653425726 40.110889753295396)
12007,102500.0,POINT (-82.81418894672818 40.097498879507846)
12008,102500.0,POINT (-82.82361123564449 40.11273012357308)
12009,107500.0,POINT (-82.82688459450364 40.109370371842786)
12010,107500.0,POINT (-82.8367815913222 40.098156042519335)
12011,107500.0,POINT (-82.81672869097261 40.09386352773995)
12012,107500.0,POINT (-82.83715906071582 40.10495420757003)
12013,107500.0,POINT (-82.83174896259389 40.0963944444131)
12014,107500.0,POINT (-82.81913205742728 40.10234058737365)
12015,107500.0,POINT (-82.83032644908474 40.09408487700031)
12016,107500.0,POINT (-82.81785099563514 40.11127320185038)
12017,107500.0,POINT (-82.83173717451079 40.103625649312015)
12018,107500.0,POINT (-82.81543484890987 40.10244260226489)
12019,107500.0,POINT (-82.83257958815882 40.09275804998906)
12020,107500.0,POINT (-82.83194599058216 40.11097608740906)
12021,107500.0,POINT (-82.82917011554137 40.10028535098811)
12022,107500.0,POINT (-82.82549221060704 40.09393095306001)
12023,112500.0,POINT (-82.81792847129879 40.09358018738176)
12024,112500.0,POINT (-82.835436983236 40.10982367677765)
12025,112500.0,POINT (-82.83161516541298 40.11042440391439)
12026,112500.0,POINT (-82.81640443319053 40.11137654808181)
12027,112500.0,POINT (-82.83278618989334 40.09824672861003)
12028,112500.0,POINT (-82.82859635966176 40.09332341272368)
12029,112500.0,POINT (-82.81433540305275 40.110730461470176)
12030,112500.0,POINT (-82.82370687841116 40.09940014547674)
12031,112500.0,POINT (-82.82961461414675 40.11364510518203)
12032,112500.0,POINT (-82.81882718670316 40.09442116048742)
12033,112500.0,POINT (-82.81256347597723 40.110366192702394)
12034,112500.0,POINT (-82.83671400054637 40.105499379566105)
12035,112500.0,POINT (-82.83345272665372 40.108578248369625)
12036,117500.0,POINT (-82.83415708367991 40.10421335422891)
12037,117500.0,POINT (-82.82442806714747 40.0956571365812)
12038,117500.0,POINT (-82.81590163252628 40.09111777491632)
12039,117500.0,POINT (-82.8324682169252 40.102275276780894)
12040,117500.0,POINT (-82.81402285578055 40.10908768819067)
12041,117500.0,POINT (-82.82138246343763 40.10177027282653)
12042,117500.0,POINT (-82.8128020176621 40.098553593354495)
12043,117500.0,POINT (-82.81582946217644 40.09452868555697)
12044,117500.0,POINT (-82.83050032649285 40.11046139056631)
12045,117500.0,POINT (-82.81216295198419 40.103785513697446)
12046,117500.0,POINT (-82.82848136126539 40.107896041736)
12047,117500.0,POINT (-82.83337385619484 40.096534879389196)
12048,117500.0,POINT (-82.8179150404126 40.103575153823456)
12049,122500.0,POINT (-82.81377314765012 40.10990903453745)
12050,122500.0,POINT (-82.83051300494701 40.09821643733842)
12051,122500.0,POINT (-82.8293794195915 40.11067511437585)
12052,122500.0,POINT (-82.8318643507056 40.112694813789496)
12053,122500.0,POINT (-82.82983792731082 40.10990429309332)
12054,122500.0,POINT (-82.82823891287495 40.106514843733095)
12055,122500.0,POINT (-82.83633934112856 40.092904047822834)
12056,122500.0,POINT (-82.8225596447837 40.105521816244575)
12057,122500.0,POINT (-82.82939257621628 40.0950835217986)
12058,122500.0,POINT (-82.81482892186342 40.10783925434388)
12059,122500.0,POINT (-82.8289079643142 40.11006659325874)
12060,122500.0,POINT (-82.82871713630263 40.102638965873204)
12061,127500.0,POINT (-82.81539221238062 40.104798604635135)
12062,127500.0,POINT (-82.8343759080631 40.100348413072055)
12063,127500.0,POINT (-82.83173950050228 40.109654378124254)
12064,127500.0,POINT (-82.82318127498733 40.11126701607991)
12065,127500.0,POINT (-82.83487965326695 40.09353384577282)
12066,127500.0,POINT (-82.82262392408117 40.109335002933534)
12067,127500.0,POINT (-82.82417540887512 40.09575622249981)
12068,127500.0,POINT (-82.8289727021539 40.09441778646099)
12069,127500.0,POINT (-82.82679423141812 40.112903161261904)
12070,127500.0,POINT (-82.82712051438834 40.09980710267097)
12071,127500.0,POINT (-82.8148333297881 40.10944984225403)
12072,132500.0,POINT (-82.8361209160182 40.09056290272237)
12073,132500.0,POINT (-82.82961407230444 40.093811942850074)
12074,132500.0,POINT (-82.82596827203606 40.09980227866916)
12075,132500.0,POINT (-82.82214602792604 40.112000432124056)
12076,132500.0,POINT (-82.8241178498924 40.11183865439012)
12077,132500.0,POINT (-82.81826595403098 40.09827177947816)
12078,132500.0,POINT (-82.81307970484211 40.0960586630462)
12079,132500.0,POINT (-82.8155472779147 40.09882694410614)
12080,132500.0,POINT (-82.81590240862211 40.10055045900266)
12081,132500.0,POINT (-82.82294857491861 40.098638749744225)
12082,137500.0,POINT (-82.82112096806681 40.11181496980665)
12083,137500.0,POINT (-82.83123698946068 40.094556300100365)
12084,137500.0,POINT (-82.82751534140202 40.096753346986404)
12085,137500.0,POINT (-82.82206720362265 40.10294467073494)
12086,137500.0,POINT (-82.82162098009204 40.0936680793733)
12087,137500.0,POINT (-82.82781382063959 40.106584942941325)
12088,137500.0,POINT (-82.82799077259466 40.112577875666844)
12089,137500.0,POINT (-82.81557411055469 40.09597837960521)
12090,137500.0,POINT (-82.82476123681522 40.10635682415371)
12091,142500.0,POINT (-82.82954220444846 40.09660999506976)
12092,142500.0,POINT (-82.8198365430718 40.09903502485422)
12093,142500.0,POINT (-82.82940728875771 40.10124516567081)
12094,142500.0,POINT (-82.81599069725985 40.09814419610596)
12095,142500.0,POINT (-82.82743370025504 40.091762071518126)
12096,142500.0,POINT (-82.814504404291 40.09428399945187)
12097,142500.0,POINT (-82.82070556709125 40.101429707900834)
12098,142500.0,POINT (-82.81701790697392 40.092739300611065)
12099,147500.0,POINT (-82.82541622845167 40.10485181974775)
12100,147500.0,POINT (-82.83236821586735 40.113695832542376)
12101,147500.0,POINT (-82.82601578243218 40.09989948999199)
12102,147500.0,POINT (-82.82646816919542 40.10285897096092)
12103,147500.0,POINT (-82.82138256612618 40.09219265714777)
12104,147500.0,POINT (-82.82278702222733 40.102244390595736)
12105,147500.0,POINT (-82.81481241971231 40.108490382543486)
12106,152500.0,POINT (-82.83588520914026 40.10001409819699)
12107,152500.0,POINT (-82.83536578533764 40.10562127451432)
12108,152500.0,POINT (-82.82106728082046 40.111671026052626)
12109,152500.0,POINT (-82.82155349159487 40.10980266905406)
12110,152500.0,POINT (-82.82981759725871 40.098127872887275)
12111,152500.0,POINT (-82.81427481376508 40.09741138979991)
12112,157500.0,POINT (-82.82256084176635 40.098498553781205)
12113,157500.0,POINT (-82.83136812802022 40.11324998783881)
12114,157500.0,POINT (-82.82999380172558 40.10883357081375)
12115,157500.0,POINT (-82.83560050725895 40.095036661157266)
12116,157500.0,POINT (-82.81811042230156 40.09150254611481)
12117,162500.0,POINT (-82.8248495773911 40.09836292253045)
12118,162500.0,POINT (-82.82445489267884 40.11293642118095)
12119,162500.0,POINT (-82.83093008007603 40.113709431891685)
12120,162500.0,POINT (-82.82829991685011 40.10611580129304)
12121,167500.0,POINT (-82.83455517566827 40.09150140108726)
12122,167500.0,POINT (-82.81735461214902 40.10242464929696)
12123,167500.0,POINT (-82.83045802650253 40.1121294670375)
12124,167500.0,POINT (-82.821187954394 40.10288501487377)
12125,172500.0,POINT (-82.82612144294158 40.093316743040624)
12126,172500.0,POINT (-82.81940423385308 40.10082477573805)
12127,172500.0,POINT (-82.82156041948735 40.1020639516589)
12128,177500.0,POINT (-82.82370948329297 40.103216572969174)
12129,177500.0,POINT (-82.82888569645242 40.10233839354234)
12130,182500.0,POINT (-82.83219859259889 40.10964704724982)
12131,182500.0,POINT (-82.8256422641453 40.109950819163025)
12132,187500.0,POINT (-82.81856010085656 40.09981898518808)
12133,192500.0,POINT (-82.82453141747973 40.102075520287556)
12134,197500.0,POINT (-82.81589679226235 40.09804173296036)
12135,2500.0,POINT (-83.02543061613763 39.99016205654962)
12136,2500.0,POINT (-83.02515158192128 39.98661034688257)
12137,2500.0,POINT (-83.02483126453124 39.98405096112186)
12138,7500.0,POINT (-83.02517671520377 39.981912265690966)
12139,7500.0,POINT (-83.03983685426155 39.98834391108245)
12140,7500.0,POINT (-83.02192808548436 39.97829923968308)
12141,12500.0,POINT (-83.02172546817391 39.977512208250694)
12142,12500.0,POINT (-83.03754582574764 39.98639665476996)
12143,12500.0,POINT (-83.02518129612992 39.98090326145524)
12144,12500.0,POINT (-83.03584645327 39.987852328498434)
12145,17500.0,POINT (-83.02925362504497 39.98962686241537)
12146,17500.0,POINT (-83.02698236497321 39.990700271412955)
12147,17500.0,POINT (-83.03172709714016 39.988913223829755)
12148,17500.0,POINT (-83.03013323134249 39.99155710796582)
12149,17500.0,POINT (-83.03428737747565 39.98760383551961)
12150,22500.0,POINT (-83.02362618100942 39.97865748467917)
12151,22500.0,POINT (-83.03131566942659 39.98564910704842)
12152,22500.0,POINT (-83.03898878356628 39.9893545670397)
12153,22500.0,POINT (-83.03462906035709 39.98551914005054)
12154,22500.0,POINT (-83.03997474558199 39.991514545253416)
12155,27500.0,POINT (-83.03045469465063 39.98953514359444)
12156,27500.0,POINT (-83.03332979885478 39.98578593246068)
12157,27500.0,POINT (-83.03332951910305 39.98613107238753)
12158,27500.0,POINT (-83.03061556711184 39.989920349513575)
12159,27500.0,POINT (-83.03002219421201 39.99194623847743)
12160,27500.0,POINT (-83.02867409258555 39.99020231931936)
12161,32500.0,POINT (-83.04145037622341 39.99338628941464)
12162,32500.0,POINT (-83.02328349082164 39.98345602029008)
12163,32500.0,POINT (-83.03635753408214 39.98918374131872)
12164,32500.0,POINT (-83.03099690437637 39.990287798700955)
12165,32500.0,POINT (-83.03571735668498 39.99273412547557)
12166,32500.0,POINT (-83.03273339080678 39.98665896720808)
12167,37500.0,POINT (-83.03926223129602 39.991720982357734)
12168,37500.0,POINT (-83.03516864850727 39.99049074977473)
12169,37500.0,POINT (-83.03907322653764 39.98786409505242)
12170,37500.0,POINT (-83.02244302800673 39.97341501859763)
12171,37500.0,POINT (-83.03042549435291 39.991307866245656)
12172,37500.0,POINT (-83.03076592194854 39.984819774386075)
12173,37500.0,POINT (-83.02134959655754 39.97860966662832)
12174,42500.0,POINT (-83.02294210925668 39.982871080552655)
12175,42500.0,POINT (-83.02708833281586 39.987631235776796)
12176,42500.0,POINT (-83.03448896429141 39.987206649864284)
12177,42500.0,POINT (-83.02112624526956 39.98040446291504)
12178,42500.0,POINT (-83.03785567948955 39.985858050218816)
12179,42500.0,POINT (-83.02478681658923 39.979839573522185)
12180,42500.0,POINT (-83.02371075826962 39.98620063304904)
12181,47500.0,POINT (-83.03403970403527 39.98969055626711)
12182,47500.0,POINT (-83.02954107052604 39.98500691336388)
12183,47500.0,POINT (-83.03771805930157 39.985619473136374)
12184,47500.0,POINT (-83.03237542358063 39.9854405362337)
12185,47500.0,POINT (-83.03922431858707 39.992657638827)
12186,47500.0,POINT (-83.03463696568582 39.98857769673706)
12187,47500.0,POINT (-83.0270257254854 39.989080220713795)
12188,47500.0,POINT (-83.02643013172678 39.98515958281693)
12189,52500.0,POINT (-83.0334491077639 39.98497149168413)
12190,52500.0,POINT (-83.04014496515325 39.98532251988693)
12191,52500.0,POINT (-83.03796160366083 39.98465596878832)
12192,52500.0,POINT (-83.02439153846252 39.98678318842601)
12193,52500.0,POINT (-83.03971092725294 39.99295455912116)
12194,52500.0,POINT (-83.02470832406757 39.98942000849998)
12195,52500.0,POINT (-83.0338980833282 39.984326739317034)
12196,52500.0,POINT (-83.02838038404099 39.98863170917625)
12197,57500.0,POINT (-83.0267951722802 39.985303377895406)
12198,57500.0,POINT (-83.03511144360655 39.99201007640721)
12199,57500.0,POINT (-83.02694187303267 39.98877729397975)
12200,57500.0,POINT (-83.02810573835451 39.98434142344291)
12201,57500.0,POINT (-83.0228433968036 39.98095762710313)
12202,57500.0,POINT (-83.02335601185015 39.98086348286101)
12203,57500.0,POINT (-83.02922968404135 39.986416407340236)
12204,57500.0,POINT (-83.03034619370145 39.98435732567181)
12205,62500.0,POINT (-83.02080957435768 39.97861180479308)
12206,62500.0,POINT (-83.0375469640994 39.98832320298839)
12207,62500.0,POINT (-83.03265591515868 39.98925599649157)
12208,62500.0,POINT (-83.02237086406207 39.97386314672892)
12209,62500.0,POINT (-83.0391734572093 39.986020298483204)
12210,62500.0,POINT (-83.02444723628568 39.97934022400099)
12211,62500.0,POINT (-83.02582169199304 39.98678918161777)
12212,62500.0,POINT (-83.02299947383663 39.98570960040705)
12213,67500.0,POINT (-83.03935150238365 39.991703774221314)
12214,67500.0,POINT (-83.02182919012023 39.97997319304439)
12215,67500.0,POINT (-83.0221511621855 39.97846870980576)
12216,67500.0,POINT (-83.02810375126278 39.99071502912254)
12217,67500.0,POINT (-83.03712759673961 39.990625587665264)
12218,67500.0,POINT (-83.03928827749417 39.991936947642415)
12219,67500.0,POINT (-83.03027550716399 39.98421711122559)
12220,67500.0,POINT (-83.03236748580107 39.986416080054354)
12221,72500.0,POINT (-83.03638826837634 39.98484109017986)
12222,72500.0,POINT (-83.03689383656196 39.98983844285461)
12223,72500.0,POINT (-83.02671338086343 39.990800843432865)
12224,72500.0,POINT (-83.02129661056006 39.98587252876067)
12225,72500.0,POINT (-83.03316142939562 39.98670143590577)
12226,72500.0,POINT (-83.03982383749359 39.98916070666468)
12227,72500.0,POINT (-83.03453710678203 39.99266909541245)
12228,72500.0,POINT (-83.03826123175365 39.98801750600799)
12229,77500.0,POINT (-83.02754918386083 39.98460112346257)
12230,77500.0,POINT (-83.04020164212025 39.987211623247866)
12231,77500.0,POINT (-83.02819812348943 39.99049771198337)
12232,77500.0,POINT (-83.03814705211319 39.98809572399406)
12233,77500.0,POINT (-83.0359372433153 39.99301328168814)
12234,77500.0,POINT (-83.03892872302428 39.98568445492387)
12235,77500.0,POINT (-83.02789601944181 39.98967759671341)
12236,77500.0,POINT (-83.03946483703633 39.990311590875294)
12237,82500.0,POINT (-83.02554541553629 39.982556760431116)
