id,latitude,longitude,polygon,income
1912,4859977.973332684,-9242002.139465261,"POLYGON ((-9241992.139465263 4859987.973332684, -9242012.139465263 4859987.973332684, -9242012.139465263 4859967.973332684, -9241992.139465263 4859967.973332684, -9241992.139465263 4859987.973332684))",15k to 20k
1913,4859339.599305705,-9241772.21305747,"POLYGON ((-9241762.21305747 4859349.599305705, -9241782.21305747 4859349.599305705, -9241782.21305747 4859329.599305705, -9241762.21305747 4859329.599305705, -9241762.21305747 4859349.599305705))",50k to 60k
1914,4859869.699907312,-9242328.855504654,"POLYGON ((-9242318.855504654 4859879.699907313, -9242338.855504654 4859879.699907313, -9242338.855504654 4859859.699907313, -9242318.855504654 4859859.699907313, -9242318.855504654 4859879.699907313))",50k to 60k
1915,4859553.17528954,-9241829.701560613,"POLYGON ((-9241819.701560615 4859563.17528954, -9241839.701560615 4859563.17528954, -9241839.701560615 4859543.17528954, -9241819.701560615 4859543.17528954, -9241819.701560615 4859563.17528954))",35k to 40k
1916,4859385.511682801,-9241528.714308793,"POLYGON ((-9241518.714308793 4859395.511682801, -9241538.714308793 4859395.511682801, -9241538.714308793 4859375.511682801, -9241518.714308793 4859375.511682801, -9241518.714308793 4859395.511682801))",50k to 60k
1917,4859586.533456989,-9242124.759978529,"POLYGON ((-9242114.759978529 4859596.533456989, -9242134.759978529 4859596.533456989, -9242134.759978529 4859576.533456989, -9242114.759978529 4859576.533456989, -9242114.759978529 4859596.533456989))",50k to 60k
1918,4859985.438352263,-9241629.168013934,"POLYGON ((-9241619.168013932 4859995.4383522635, -9241639.168013932 4859995.4383522635, -9241639.168013932 4859975.4383522635, -9241619.168013932 4859975.4383522635, -9241619.168013932 4859995.4383522635))",35k to 40k
1919,4859965.617865467,-9242262.265842084,"POLYGON ((-9242252.265842084 4859975.617865468, -9242272.265842084 4859975.617865468, -9242272.265842084 4859955.617865468, -9242252.265842084 4859955.617865468, -9242252.265842084 4859975.617865468))",10k to 15k
1920,4859235.707433479,-9241960.727552718,"POLYGON ((-9241950.727552718 4859245.707433479, -9241970.727552718 4859245.707433479, -9241970.727552718 4859225.707433479, -9241950.727552718 4859225.707433479, -9241950.727552718 4859245.707433479))",30k to 35k
1921,4858753.218055796,-9242026.996425206,"POLYGON ((-9242016.996425206 4858763.218055796, -9242036.996425206 4858763.218055796, -9242036.996425206 4858743.218055796, -9242016.996425206 4858743.218055796, -9242016.996425206 4858763.218055796))",50k to 60k
1922,4858880.710922832,-9242124.238508439,"POLYGON ((-9242114.238508439 4858890.710922832, -9242134.238508439 4858890.710922832, -9242134.238508439 4858870.710922832, -9242114.238508439 4858870.710922832, -9242114.238508439 4858890.710922832))",150k to 200k
1923,4859576.567828426,-9242237.78154229,"POLYGON ((-9242227.78154229 4859586.567828427, -9242247.78154229 4859586.567828427, -9242247.78154229 4859566.567828427, -9242227.78154229 4859566.567828427, -9242227.78154229 4859586.567828427))",50k to 60k
1924,4859001.70454456,-9241756.315311573,"POLYGON ((-9241746.315311573 4859011.70454456, -9241766.315311573 4859011.70454456, -9241766.315311573 4858991.70454456, -9241746.315311573 4858991.70454456, -9241746.315311573 4859011.70454456))",75k to 100k
1925,4858892.364827098,-9241723.199702796,"POLYGON ((-9241713.199702796 4858902.364827097, -9241733.199702796 4858902.364827097, -9241733.199702796 4858882.364827097, -9241713.199702796 4858882.364827097, -9241713.199702796 4858902.364827097))",under 10k
1926,4858930.662767151,-9242058.02002584,"POLYGON ((-9242048.02002584 4858940.662767151, -9242068.02002584 4858940.662767151, -9242068.02002584 4858920.662767151, -9242048.02002584 4858920.662767151, -9242048.02002584 4858940.662767151))",45k to 50k
1927,4859348.378562347,-9241570.160564732,"POLYGON ((-9241560.160564734 4859358.378562347, -9241580.160564734 4859358.378562347, -9241580.160564734 4859338.378562347, -9241560.160564734 4859338.378562347, -9241560.160564734 4859358.378562347))",under 10k
1928,4859396.849824721,-9242347.403275538,"POLYGON ((-9242337.403275538 4859406.849824721, -9242357.403275538 4859406.849824721, -9242357.403275538 4859386.849824721, -9242337.403275538 4859386.849824721, -9242337.403275538 4859406.849824721))",150k to 200k
1929,4859939.842281902,-9241805.628415745,"POLYGON ((-9241795.628415745 4859949.842281903, -9241815.628415745 4859949.842281903, -9241815.628415745 4859929.842281903, -9241795.628415745 4859929.842281903, -9241795.628415745 4859949.842281903))",45k to 50k
1930,4859862.908850851,-9242028.966751121,"POLYGON ((-9242018.966751121 4859872.908850851, -9242038.966751121 4859872.908850851, -9242038.966751121 4859852.908850851, -9242018.966751121 4859852.908850851, -9242018.966751121 4859872.908850851))",25k to 30k
1931,4859641.282167867,-9241571.707779046,"POLYGON ((-9241561.707779048 4859651.282167867, -9241581.707779048 4859651.282167867, -9241581.707779048 4859631.282167867, -9241561.707779048 4859631.282167867, -9241561.707779048 4859651.282167867))",100k to 125k
1932,4859930.670458054,-9241952.947773032,"POLYGON ((-9241942.947773032 4859940.670458053, -9241962.947773032 4859940.670458053, -9241962.947773032 4859920.670458053, -9241942.947773032 4859920.670458053, -9241942.947773032 4859940.670458053))",75k to 100k
1933,4859107.228331544,-9242281.52974184,"POLYGON ((-9242271.52974184 4859117.228331544, -9242291.52974184 4859117.228331544, -9242291.52974184 4859097.228331544, -9242271.52974184 4859097.228331544, -9242271.52974184 4859117.228331544))",75k to 100k
1934,4859014.91362672,-9241852.315581823,"POLYGON ((-9241842.315581823 4859024.91362672, -9241862.315581823 4859024.91362672, -9241862.315581823 4859004.91362672, -9241842.315581823 4859004.91362672, -9241842.315581823 4859024.91362672))",20k to 25k
1935,4859639.821231307,-9241920.219313888,"POLYGON ((-9241910.219313888 4859649.8212313065, -9241930.219313888 4859649.8212313065, -9241930.219313888 4859629.8212313065, -9241910.219313888 4859629.8212313065, -9241910.219313888 4859649.8212313065))",50k to 60k
1936,4859478.469948872,-9241935.294586014,"POLYGON ((-9241925.294586014 4859488.469948872, -9241945.294586014 4859488.469948872, -9241945.294586014 4859468.469948872, -9241925.294586014 4859468.469948872, -9241925.294586014 4859488.469948872))",50k to 60k
1937,4859839.745512104,-9241659.171847204,"POLYGON ((-9241649.171847204 4859849.745512103, -9241669.171847204 4859849.745512103, -9241669.171847204 4859829.745512103, -9241649.171847204 4859829.745512103, -9241649.171847204 4859849.745512103))",35k to 40k
1938,4859761.878109154,-9242120.23618445,"POLYGON ((-9242110.23618445 4859771.878109154, -9242130.23618445 4859771.878109154, -9242130.23618445 4859751.878109154, -9242110.23618445 4859751.878109154, -9242110.23618445 4859771.878109154))",35k to 40k
1939,4858925.360917096,-9242293.42134475,"POLYGON ((-9242283.42134475 4858935.360917096, -9242303.42134475 4858935.360917096, -9242303.42134475 4858915.360917096, -9242283.42134475 4858915.360917096, -9242283.42134475 4858935.360917096))",50k to 60k
1940,4858810.936349889,-9241533.810127858,"POLYGON ((-9241523.810127856 4858820.936349889, -9241543.810127856 4858820.936349889, -9241543.810127856 4858800.936349889, -9241523.810127856 4858800.936349889, -9241523.810127856 4858820.936349889))",150k to 200k
1941,4859496.57675997,-9242292.202435344,"POLYGON ((-9242282.202435344 4859506.576759971, -9242302.202435344 4859506.576759971, -9242302.202435344 4859486.576759971, -9242282.202435344 4859486.576759971, -9242282.202435344 4859506.576759971))",20k to 25k
1942,4860065.637730809,-9242000.126112556,"POLYGON ((-9241990.126112556 4860075.637730809, -9242010.126112556 4860075.637730809, -9242010.126112556 4860055.637730809, -9241990.126112556 4860055.637730809, -9241990.126112556 4860075.637730809))",10k to 15k
1943,4859090.31508747,-9242308.156144265,"POLYGON ((-9242298.156144263 4859100.31508747, -9242318.156144263 4859100.31508747, -9242318.156144263 4859080.31508747, -9242298.156144263 4859080.31508747, -9242298.156144263 4859100.31508747))",60k to 75k
1944,4859949.209402534,-9242328.159387173,"POLYGON ((-9242318.159387171 4859959.209402534, -9242338.159387171 4859959.209402534, -9242338.159387171 4859939.209402534, -9242318.159387171 4859939.209402534, -9242318.159387171 4859959.209402534))",10k to 15k
1945,4859208.953231364,-9241719.849877406,"POLYGON ((-9241709.849877406 4859218.953231364, -9241729.849877406 4859218.953231364, -9241729.849877406 4859198.953231364, -9241709.849877406 4859198.953231364, -9241709.849877406 4859218.953231364))",50k to 60k
1946,4858811.156798689,-9241762.165196057,"POLYGON ((-9241752.165196057 4858821.156798689, -9241772.165196057 4858821.156798689, -9241772.165196057 4858801.156798689, -9241752.165196057 4858801.156798689, -9241752.165196057 4858821.156798689))",100k to 125k
1947,4859871.214703155,-9241628.03513434,"POLYGON ((-9241618.035134342 4859881.214703155, -9241638.035134342 4859881.214703155, -9241638.035134342 4859861.214703155, -9241618.035134342 4859861.214703155, -9241618.035134342 4859881.214703155))",35k to 40k
1948,4859215.223508658,-9242207.12295968,"POLYGON ((-9242197.12295968 4859225.223508658, -9242217.12295968 4859225.223508658, -9242217.12295968 4859205.223508658, -9242197.12295968 4859205.223508658, -9242197.12295968 4859225.223508658))",under 10k
1949,4859934.965424219,-9241783.69047765,"POLYGON ((-9241773.69047765 4859944.965424219, -9241793.69047765 4859944.965424219, -9241793.69047765 4859924.965424219, -9241773.69047765 4859924.965424219, -9241773.69047765 4859944.965424219))",35k to 40k
1950,4858679.021736136,-9242156.808167335,"POLYGON ((-9242146.808167337 4858689.021736137, -9242166.808167337 4858689.021736137, -9242166.808167337 4858669.021736137, -9242146.808167337 4858669.021736137, -9242146.808167337 4858689.021736137))",35k to 40k
1951,4859976.37404062,-9242301.279611334,"POLYGON ((-9242291.279611334 4859986.37404062, -9242311.279611334 4859986.37404062, -9242311.279611334 4859966.37404062, -9242291.279611334 4859966.37404062, -9242291.279611334 4859986.37404062))",10k to 15k
1952,4859421.728727272,-9242366.393918024,"POLYGON ((-9242356.393918024 4859431.728727272, -9242376.393918024 4859431.728727272, -9242376.393918024 4859411.728727272, -9242356.393918024 4859411.728727272, -9242356.393918024 4859431.728727272))",15k to 20k
1953,4859608.17638901,-9241958.56677646,"POLYGON ((-9241948.56677646 4859618.17638901, -9241968.56677646 4859618.17638901, -9241968.56677646 4859598.17638901, -9241948.56677646 4859598.17638901, -9241948.56677646 4859618.17638901))",30k to 35k
1954,4859024.005388518,-9241576.127289366,"POLYGON ((-9241566.127289366 4859034.005388518, -9241586.127289366 4859034.005388518, -9241586.127289366 4859014.005388518, -9241566.127289366 4859014.005388518, -9241566.127289366 4859034.005388518))",75k to 100k
1955,4859143.529073092,-9241589.130122017,"POLYGON ((-9241579.130122019 4859153.529073092, -9241599.130122019 4859153.529073092, -9241599.130122019 4859133.529073092, -9241579.130122019 4859133.529073092, -9241579.130122019 4859153.529073092))",under 10k
1956,4859786.927881379,-9241851.664959263,"POLYGON ((-9241841.664959265 4859796.927881379, -9241861.664959265 4859796.927881379, -9241861.664959265 4859776.927881379, -9241841.664959265 4859776.927881379, -9241841.664959265 4859796.927881379))",150k to 200k
1957,4859434.425373348,-9242197.543916283,"POLYGON ((-9242187.543916283 4859444.425373348, -9242207.543916283 4859444.425373348, -9242207.543916283 4859424.425373348, -9242187.543916283 4859424.425373348, -9242187.543916283 4859444.425373348))",30k to 35k
1958,4859414.42717464,-9241785.867369778,"POLYGON ((-9241775.867369778 4859424.427174641, -9241795.867369778 4859424.427174641, -9241795.867369778 4859404.427174641, -9241775.867369778 4859404.427174641, -9241775.867369778 4859424.427174641))",30k to 35k
1959,4859217.839841135,-9241840.474155927,"POLYGON ((-9241830.474155927 4859227.839841135, -9241850.474155927 4859227.839841135, -9241850.474155927 4859207.839841135, -9241830.474155927 4859207.839841135, -9241830.474155927 4859227.839841135))",50k to 60k
1960,4859209.813502963,-9242288.857004752,"POLYGON ((-9242278.857004752 4859219.813502963, -9242298.857004752 4859219.813502963, -9242298.857004752 4859199.813502963, -9242278.857004752 4859199.813502963, -9242278.857004752 4859219.813502963))",10k to 15k
1961,4859805.950565619,-9241995.185694877,"POLYGON ((-9241985.185694877 4859815.950565619, -9242005.185694877 4859815.950565619, -9242005.185694877 4859795.950565619, -9241985.185694877 4859795.950565619, -9241985.185694877 4859815.950565619))",10k to 15k
1962,4859944.0312636355,-9242247.314647174,"POLYGON ((-9242237.314647172 4859954.0312636355, -9242257.314647172 4859954.0312636355, -9242257.314647172 4859934.0312636355, -9242237.314647172 4859934.0312636355, -9242237.314647172 4859954.0312636355))",50k to 60k
1963,4859372.685738409,-9241999.593581283,"POLYGON ((-9241989.593581283 4859382.685738409, -9242009.593581283 4859382.685738409, -9242009.593581283 4859362.685738409, -9241989.593581283 4859362.685738409, -9241989.593581283 4859382.685738409))",150k to 200k
1964,4859525.301890927,-9242278.694533907,"POLYGON ((-9242268.694533907 4859535.301890927, -9242288.694533907 4859535.301890927, -9242288.694533907 4859515.301890927, -9242268.694533907 4859515.301890927, -9242268.694533907 4859535.301890927))",125k to 150k
1965,4859235.065373018,-9242170.284173392,"POLYGON ((-9242160.284173392 4859245.065373018, -9242180.284173392 4859245.065373018, -9242180.284173392 4859225.065373018, -9242160.284173392 4859225.065373018, -9242160.284173392 4859245.065373018))",50k to 60k
1966,4858864.181909938,-9241690.802482177,"POLYGON ((-9241680.802482175 4858874.181909938, -9241700.802482175 4858874.181909938, -9241700.802482175 4858854.181909938, -9241680.802482175 4858854.181909938, -9241680.802482175 4858874.181909938))",50k to 60k
1967,4859021.513281497,-9242116.734928165,"POLYGON ((-9242106.734928165 4859031.513281497, -9242126.734928165 4859031.513281497, -9242126.734928165 4859011.513281497, -9242106.734928165 4859011.513281497, -9242106.734928165 4859031.513281497))",10k to 15k
1968,4859091.376455657,-9241768.087584572,"POLYGON ((-9241758.087584572 4859101.376455657, -9241778.087584572 4859101.376455657, -9241778.087584572 4859081.376455657, -9241758.087584572 4859081.376455657, -9241758.087584572 4859101.376455657))",under 10k
1969,4859745.31329901,-9242227.943681289,"POLYGON ((-9242217.943681289 4859755.31329901, -9242237.943681289 4859755.31329901, -9242237.943681289 4859735.31329901, -9242217.943681289 4859735.31329901, -9242217.943681289 4859755.31329901))",100k to 125k
1970,4860010.691234714,-9241976.242111199,"POLYGON ((-9241966.242111199 4860020.691234714, -9241986.242111199 4860020.691234714, -9241986.242111199 4860000.691234714, -9241966.242111199 4860000.691234714, -9241966.242111199 4860020.691234714))",50k to 60k
1971,4859929.954452832,-9242005.008478416,"POLYGON ((-9241995.008478416 4859939.954452832, -9242015.008478416 4859939.954452832, -9242015.008478416 4859919.954452832, -9241995.008478416 4859919.954452832, -9241995.008478416 4859939.954452832))",75k to 100k
1972,4859055.123474139,-9241470.80073047,"POLYGON ((-9241460.800730469 4859065.123474139, -9241480.800730469 4859065.123474139, -9241480.800730469 4859045.123474139, -9241460.800730469 4859045.123474139, -9241460.800730469 4859065.123474139))",50k to 60k
1973,4859994.527085738,-9241932.62269673,"POLYGON ((-9241922.62269673 4860004.527085738, -9241942.62269673 4860004.527085738, -9241942.62269673 4859984.527085738, -9241922.62269673 4859984.527085738, -9241922.62269673 4860004.527085738))",150k to 200k
1974,4859317.726087515,-9242266.151768561,"POLYGON ((-9242256.151768563 4859327.726087515, -9242276.151768563 4859327.726087515, -9242276.151768563 4859307.726087515, -9242256.151768563 4859307.726087515, -9242256.151768563 4859327.726087515))",50k to 60k
1975,4859602.6814826615,-9242029.389114272,"POLYGON ((-9242019.389114272 4859612.6814826615, -9242039.389114272 4859612.6814826615, -9242039.389114272 4859592.6814826615, -9242019.389114272 4859592.6814826615, -9242019.389114272 4859612.6814826615))",125k to 150k
1976,4859103.038126244,-9241478.127551699,"POLYGON ((-9241468.127551699 4859113.038126244, -9241488.127551699 4859113.038126244, -9241488.127551699 4859093.038126244, -9241468.127551699 4859093.038126244, -9241468.127551699 4859113.038126244))",150k to 200k
1977,4859006.624748094,-9241876.203450993,"POLYGON ((-9241866.203450993 4859016.624748094, -9241886.203450993 4859016.624748094, -9241886.203450993 4858996.624748094, -9241866.203450993 4858996.624748094, -9241866.203450993 4859016.624748094))",125k to 150k
1978,4858729.61231027,-9242095.361909982,"POLYGON ((-9242085.361909982 4858739.61231027, -9242105.361909982 4858739.61231027, -9242105.361909982 4858719.61231027, -9242085.361909982 4858719.61231027, -9242085.361909982 4858739.61231027))",125k to 150k
1979,4860107.714378407,-9241647.21212462,"POLYGON ((-9241637.21212462 4860117.714378408, -9241657.21212462 4860117.714378408, -9241657.21212462 4860097.714378408, -9241637.21212462 4860097.714378408, -9241637.21212462 4860117.714378408))",50k to 60k
1980,4858992.622478781,-9241694.849255595,"POLYGON ((-9241684.849255595 4859002.622478782, -9241704.849255595 4859002.622478782, -9241704.849255595 4858982.622478782, -9241684.849255595 4858982.622478782, -9241684.849255595 4859002.622478782))",20k to 25k
1981,4860047.837716012,-9242088.638108324,"POLYGON ((-9242078.638108324 4860057.837716012, -9242098.638108324 4860057.837716012, -9242098.638108324 4860037.837716012, -9242078.638108324 4860037.837716012, -9242078.638108324 4860057.837716012))",100k to 125k
1982,4859195.789975238,-9241813.029136596,"POLYGON ((-9241803.029136596 4859205.789975238, -9241823.029136596 4859205.789975238, -9241823.029136596 4859185.789975238, -9241803.029136596 4859185.789975238, -9241803.029136596 4859205.789975238))",50k to 60k
1983,4859082.029921278,-9242208.533926353,"POLYGON ((-9242198.533926353 4859092.029921278, -9242218.533926353 4859092.029921278, -9242218.533926353 4859072.029921278, -9242198.533926353 4859072.029921278, -9242198.533926353 4859092.029921278))",25k to 30k
1984,4859773.808498633,-9241900.375375843,"POLYGON ((-9241890.37537584 4859783.808498634, -9241910.37537584 4859783.808498634, -9241910.37537584 4859763.808498634, -9241890.37537584 4859763.808498634, -9241890.37537584 4859783.808498634))",10k to 15k
1985,4859772.7072278485,-9242338.486129088,"POLYGON ((-9242328.486129088 4859782.7072278485, -9242348.486129088 4859782.7072278485, -9242348.486129088 4859762.7072278485, -9242328.486129088 4859762.7072278485, -9242328.486129088 4859782.7072278485))",60k to 75k
1986,4859795.291358273,-9241666.59883449,"POLYGON ((-9241656.598834489 4859805.291358273, -9241676.598834489 4859805.291358273, -9241676.598834489 4859785.291358273, -9241656.598834489 4859785.291358273, -9241656.598834489 4859805.291358273))",15k to 20k
1987,4859142.273862159,-9242227.554950027,"POLYGON ((-9242217.554950027 4859152.27386216, -9242237.554950027 4859152.27386216, -9242237.554950027 4859132.27386216, -9242217.554950027 4859132.27386216, -9242217.554950027 4859152.27386216))",35k to 40k
1988,4858777.092363635,-9242034.047986297,"POLYGON ((-9242024.047986297 4858787.092363635, -9242044.047986297 4858787.092363635, -9242044.047986297 4858767.092363635, -9242024.047986297 4858767.092363635, -9242024.047986297 4858787.092363635))",150k to 200k
1989,4858799.14932919,-9241972.534312835,"POLYGON ((-9241962.534312835 4858809.14932919, -9241982.534312835 4858809.14932919, -9241982.534312835 4858789.14932919, -9241962.534312835 4858789.14932919, -9241962.534312835 4858809.14932919))",75k to 100k
1990,4859189.481004653,-9242261.909938082,"POLYGON ((-9242251.909938082 4859199.481004653, -9242271.909938082 4859199.481004653, -9242271.909938082 4859179.481004653, -9242251.909938082 4859179.481004653, -9242251.909938082 4859199.481004653))",under 10k
1991,4859550.735150962,-9241730.724518513,"POLYGON ((-9241720.724518513 4859560.735150962, -9241740.724518513 4859560.735150962, -9241740.724518513 4859540.735150962, -9241720.724518513 4859540.735150962, -9241720.724518513 4859560.735150962))",20k to 25k
1992,4859234.903275216,-9242090.937535966,"POLYGON ((-9242080.937535966 4859244.903275215, -9242100.937535966 4859244.903275215, -9242100.937535966 4859224.903275215, -9242080.937535966 4859224.903275215, -9242080.937535966 4859244.903275215))",35k to 40k
1993,4859620.5418634135,-9242158.120515488,"POLYGON ((-9242148.120515488 4859630.5418634135, -9242168.120515488 4859630.5418634135, -9242168.120515488 4859610.5418634135, -9242148.120515488 4859610.5418634135, -9242148.120515488 4859630.5418634135))",35k to 40k
1994,4858766.838211524,-9241939.686970621,"POLYGON ((-9241929.686970621 4858776.838211523, -9241949.686970621 4858776.838211523, -9241949.686970621 4858756.838211523, -9241929.686970621 4858756.838211523, -9241929.686970621 4858776.838211523))",10k to 15k
1995,4859783.435398442,-9241970.508690929,"POLYGON ((-9241960.508690927 4859793.435398442, -9241980.508690927 4859793.435398442, -9241980.508690927 4859773.435398442, -9241960.508690927 4859773.435398442, -9241960.508690927 4859793.435398442))",35k to 40k
1996,4859736.1711538555,-9241911.93759858,"POLYGON ((-9241901.93759858 4859746.1711538555, -9241921.93759858 4859746.1711538555, -9241921.93759858 4859726.1711538555, -9241901.93759858 4859726.1711538555, -9241901.93759858 4859746.1711538555))",125k to 150k
1997,4859665.265672805,-9242035.641985018,"POLYGON ((-9242025.641985018 4859675.265672805, -9242045.641985018 4859675.265672805, -9242045.641985018 4859655.265672805, -9242025.641985018 4859655.265672805, -9242025.641985018 4859675.265672805))",100k to 125k
1998,4859822.375013614,-9241802.655220175,"POLYGON ((-9241792.655220177 4859832.375013614, -9241812.655220177 4859832.375013614, -9241812.655220177 4859812.375013614, -9241792.655220177 4859812.375013614, -9241792.655220177 4859832.375013614))",35k to 40k
1999,4858757.032180749,-9242177.527478362,"POLYGON ((-9242167.527478362 4858767.032180749, -9242187.527478362 4858767.032180749, -9242187.527478362 4858747.032180749, -9242167.527478362 4858747.032180749, -9242167.527478362 4858767.032180749))",35k to 40k
2000,4859132.176059988,-9242270.474583298,"POLYGON ((-9242260.474583298 4859142.176059988, -9242280.474583298 4859142.176059988, -9242280.474583298 4859122.176059988, -9242260.474583298 4859122.176059988, -9242260.474583298 4859142.176059988))",35k to 40k
2001,4859855.436152411,-9242252.846168643,"POLYGON ((-9242242.846168643 4859865.436152411, -9242262.846168643 4859865.436152411, -9242262.846168643 4859845.436152411, -9242242.846168643 4859845.436152411, -9242242.846168643 4859865.436152411))",100k to 125k
2002,4859576.074511542,-9241949.172324581,"POLYGON ((-9241939.172324581 4859586.074511542, -9241959.172324581 4859586.074511542, -9241959.172324581 4859566.074511542, -9241939.172324581 4859566.074511542, -9241939.172324581 4859586.074511542))",20k to 25k
2003,4858909.275288212,-9241698.954381088,"POLYGON ((-9241688.954381088 4858919.275288211, -9241708.954381088 4858919.275288211, -9241708.954381088 4858899.275288211, -9241688.954381088 4858899.275288211, -9241688.954381088 4858919.275288211))",125k to 150k
2004,4860024.552557674,-9241896.956161285,"POLYGON ((-9241886.956161287 4860034.552557674, -9241906.956161287 4860034.552557674, -9241906.956161287 4860014.552557674, -9241886.956161287 4860014.552557674, -9241886.956161287 4860034.552557674))",75k to 100k
2005,4859144.749708353,-9242204.984741146,"POLYGON ((-9242194.984741146 4859154.749708353, -9242214.984741146 4859154.749708353, -9242214.984741146 4859134.749708353, -9242194.984741146 4859134.749708353, -9242194.984741146 4859154.749708353))",50k to 60k
2006,4858725.210599265,-9242261.42011563,"POLYGON ((-9242251.42011563 4858735.210599265, -9242271.42011563 4858735.210599265, -9242271.42011563 4858715.210599265, -9242251.42011563 4858715.210599265, -9242251.42011563 4858735.210599265))",10k to 15k
2007,4859387.982287588,-9241945.001791062,"POLYGON ((-9241935.00179106 4859397.982287587, -9241955.00179106 4859397.982287587, -9241955.00179106 4859377.982287587, -9241935.00179106 4859377.982287587, -9241935.00179106 4859397.982287587))",50k to 60k
2008,4859466.11368539,-9241963.407268304,"POLYGON ((-9241953.407268304 4859476.11368539, -9241973.407268304 4859476.11368539, -9241973.407268304 4859456.11368539, -9241953.407268304 4859456.11368539, -9241953.407268304 4859476.11368539))",150k to 200k
2009,4860054.217510286,-9241927.539291179,"POLYGON ((-9241917.539291179 4860064.217510286, -9241937.539291179 4860064.217510286, -9241937.539291179 4860044.217510286, -9241917.539291179 4860044.217510286, -9241917.539291179 4860064.217510286))",125k to 150k
2010,4858806.313758083,-9242221.137890803,"POLYGON ((-9242211.137890803 4858816.313758083, -9242231.137890803 4858816.313758083, -9242231.137890803 4858796.313758083, -9242211.137890803 4858796.313758083, -9242211.137890803 4858816.313758083))",35k to 40k
2011,4859113.137664479,-9242124.352906208,"POLYGON ((-9242114.352906207 4859123.137664479, -9242134.352906207 4859123.137664479, -9242134.352906207 4859103.137664479, -9242114.352906207 4859103.137664479, -9242114.352906207 4859123.137664479))",35k to 40k
2012,4859081.539215679,-9241572.945752457,"POLYGON ((-9241562.945752457 4859091.539215679, -9241582.945752457 4859091.539215679, -9241582.945752457 4859071.539215679, -9241562.945752457 4859071.539215679, -9241562.945752457 4859091.539215679))",45k to 50k
2013,4858817.862913229,-9242059.349372912,"POLYGON ((-9242049.349372914 4858827.862913229, -9242069.349372914 4858827.862913229, -9242069.349372914 4858807.862913229, -9242049.349372914 4858807.862913229, -9242049.349372914 4858827.862913229))",35k to 40k
2014,4858994.489825857,-9241783.87471703,"POLYGON ((-9241773.87471703 4859004.489825857, -9241793.87471703 4859004.489825857, -9241793.87471703 4858984.489825857, -9241773.87471703 4858984.489825857, -9241773.87471703 4859004.489825857))",20k to 25k
2015,4858637.3559225155,-9242238.88161016,"POLYGON ((-9242228.88161016 4858647.3559225155, -9242248.88161016 4858647.3559225155, -9242248.88161016 4858627.3559225155, -9242228.88161016 4858627.3559225155, -9242228.88161016 4858647.3559225155))",15k to 20k
2016,4859024.481610042,-9241638.371910881,"POLYGON ((-9241628.371910881 4859034.481610042, -9241648.371910881 4859034.481610042, -9241648.371910881 4859014.481610042, -9241628.371910881 4859014.481610042, -9241628.371910881 4859034.481610042))",35k to 40k
2017,4858884.58576989,-9242092.717341453,"POLYGON ((-9242082.717341453 4858894.58576989, -9242102.717341453 4858894.58576989, -9242102.717341453 4858874.58576989, -9242082.717341453 4858874.58576989, -9242082.717341453 4858894.58576989))",under 10k
2018,4859646.7212334,-9241594.5975087,"POLYGON ((-9241584.5975087 4859656.7212334, -9241604.5975087 4859656.7212334, -9241604.5975087 4859636.7212334, -9241584.5975087 4859636.7212334, -9241584.5975087 4859656.7212334))",100k to 125k
2019,4859338.222448841,-9242017.732890032,"POLYGON ((-9242007.732890032 4859348.222448841, -9242027.732890032 4859348.222448841, -9242027.732890032 4859328.222448841, -9242007.732890032 4859328.222448841, -9242007.732890032 4859348.222448841))",100k to 125k
2020,4859502.330805585,-9241785.584752593,"POLYGON ((-9241775.584752593 4859512.330805585, -9241795.584752593 4859512.330805585, -9241795.584752593 4859492.330805585, -9241775.584752593 4859492.330805585, -9241775.584752593 4859512.330805585))",35k to 40k
2021,4859763.778660032,-9242034.64919553,"POLYGON ((-9242024.64919553 4859773.778660032, -9242044.64919553 4859773.778660032, -9242044.64919553 4859753.778660032, -9242024.64919553 4859753.778660032, -9242024.64919553 4859773.778660032))",under 10k
2022,4858869.090997541,-9241477.170346675,"POLYGON ((-9241467.170346675 4858879.090997541, -9241487.170346675 4858879.090997541, -9241487.170346675 4858859.090997541, -9241467.170346675 4858859.090997541, -9241467.170346675 4858879.090997541))",50k to 60k
2023,4859977.756045366,-9242175.57167744,"POLYGON ((-9242165.57167744 4859987.756045366, -9242185.57167744 4859987.756045366, -9242185.57167744 4859967.756045366, -9242165.57167744 4859967.756045366, -9242165.57167744 4859987.756045366))",35k to 40k
2024,4859617.5054112505,-9241890.111367393,"POLYGON ((-9241880.111367391 4859627.5054112505, -9241900.111367391 4859627.5054112505, -9241900.111367391 4859607.5054112505, -9241880.111367391 4859607.5054112505, -9241880.111367391 4859627.5054112505))",35k to 40k
2025,4859171.502486518,-9241642.644693334,"POLYGON ((-9241632.644693334 4859181.502486519, -9241652.644693334 4859181.502486519, -9241652.644693334 4859161.502486519, -9241632.644693334 4859161.502486519, -9241632.644693334 4859181.502486519))",75k to 100k
2026,4859349.032239217,-9241628.520769794,"POLYGON ((-9241618.520769794 4859359.032239217, -9241638.520769794 4859359.032239217, -9241638.520769794 4859339.032239217, -9241618.520769794 4859339.032239217, -9241618.520769794 4859359.032239217))",150k to 200k
